supplier_id,supplier_name,country,sector,tier,esg_score,risk_rating,emission_contribution_tco2e,audit_status,last_audit_date,key_risk_factors,annual_spend_inr_crores,scope3_category,single_source_flag,emission_factor_source
SUP-00415,Apex Enterprises Pvt Ltd,Mexico,Transportation,Tier 3,46.5,High,499.8,Compliant,2023-07-04,"Diversity gap, Worker safety",7.06,Cat 4: Upstream Transportation,No,Supplier-reported (CDP)
SUP-00416,Granite Enterprises LLP,Malaysia,Pharmaceuticals,Tier 1,66.3,Medium,342.3,Compliant,2023-09-10,"Waste disposal, Energy intensity",13.92,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00417,Gemini Polymers Co,United States,Construction,Tier 2,61.5,Low,381.1,Compliant,2022-10-08,"Energy intensity, Air emissions",4.4,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-00418,Orion Packaging LLP,China,Logistics,Tier 2,50.0,Critical,1037.2,Overdue,2023-11-16,"Biodiversity impact, Water stress, Worker safety, Diversity gap, Waste disposal",16.49,Cat 4: Upstream Transportation,No,EPA Emission Factors Hub 2024
SUP-00419,Beacon Works Inc,Brazil,Steel & Metals,Tier 3,49.3,Medium,1505.5,Compliant,2022-04-18,Effluent management,8.54,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00420,Lumen Trading SA,Spain,IT Services,Tier 1,68.6,Medium,67.8,Action Plan,2021-12-17,Living wage,16.61,Cat 15: Investments,No,Supplier-reported (EcoVadis)
SUP-00421,Eclipse Works GmbH,Egypt,Pharmaceuticals,Tier 3,42.3,Medium,349.5,Compliant,2023-08-03,"Waste disposal, Ethical sourcing, Tax transparency",13.3,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00422,Orion Trading AG,Mexico,Transportation,Tier 1,79.4,Low,90.6,Compliant,2024-07-10,,1.56,Cat 9: Downstream Transportation,Yes,EcoInvent v3.10
SUP-00423,Cardinal Packaging Ltd,Mexico,Catering & Facilities,Tier 3,24.1,High,124.9,Pending,2023-01-04,"Ethical sourcing, Data security, Bribery & corruption, Biodiversity impact",8.34,Cat 6: Business Travel,No,Internal Engineering Estimate
SUP-00424,Orion Polymers LLP,Turkey,Electronics,Tier 1,78.0,Low,95.6,Pending,2022-02-20,,3.91,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00425,Delta Components GmbH,Australia,Construction,Tier 1,76.8,Low,531.7,Compliant,2024-11-28,,7.52,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-00426,Indus Logistics Inc,Japan,Electronics,Tier 1,83.2,Critical,1156.2,Compliant,2024-11-03,"Effluent management, Waste disposal, Tax transparency, Biodiversity impact, Data security",58.23,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00427,Cygnus Polymers GmbH,Egypt,Electronics,Tier 3,54.9,Medium,233.9,Compliant,2024-05-25,Biodiversity impact,12.85,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00428,Polaris Packaging Inc,South Africa,Energy Services,Tier 1,74.7,High,2279.2,Pending,2024-05-22,"Water stress, Biodiversity impact",17.32,Cat 3: Fuel & Energy Related,No,EXIOBASE v3.8
SUP-00429,Beacon Services Co,United Kingdom,Energy Services,Tier 2,59.3,Critical,284.8,Action Plan,2023-08-17,"Labor practices, Tax transparency, Air emissions, Living wage, Waste disposal",3.4,Cat 3: Fuel & Energy Related,No,Supplier-reported (CDP)
SUP-00430,Cardinal Materials Co,Malaysia,IT Services,Tier 1,74.4,High,15.1,Compliant,2023-07-21,"Biodiversity impact, Forced labor risk, Effluent management, Energy intensity",4.23,Cat 15: Investments,Yes,Internal Engineering Estimate
SUP-00431,Solstice Components GmbH,Australia,Manufacturing,Tier 1,75.3,Low,804.1,Compliant,2022-09-20,"Energy intensity, Worker safety",23.52,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-00432,Umbra Works LLP,Vietnam,Chemicals,Tier 1,67.8,High,171.2,Action Plan,2022-09-21,"Biodiversity impact, Forced labor risk",2.02,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00433,Helios Trading Co,Bangladesh,Manufacturing,Tier 2,56.6,Low,1754.4,Action Plan,2023-10-11,Tax transparency,71.66,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00434,Indus Logistics GmbH,South Korea,Mining,Tier 2,67.8,High,1089.7,Re-audit Required,2022-04-19,"Air emissions, Bribery & corruption",9.33,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00435,Helios Resources LLP,Australia,Catering & Facilities,Tier 1,47.4,Medium,453.9,Compliant,2024-11-08,"Labor practices, Conflict minerals, Ethical sourcing",23.55,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-00436,Meridian Enterprises Pvt Ltd,Mexico,IT Services,Tier 1,72.0,Medium,3.2,Pending,2022-01-28,"Forced labor risk, Biodiversity impact",0.83,Cat 15: Investments,No,Supplier-reported (CDP)
SUP-00437,Zenith Logistics AG,Malaysia,Energy Services,Tier 1,66.0,Low,2687.9,Action Plan,2022-07-08,"Forced labor risk, Worker safety",26.61,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-00438,Kestrel Trading Pvt Ltd,United States,Electronics,Tier 2,64.8,Critical,202.9,Overdue,2022-12-06,"Energy intensity, Worker safety, Air emissions, Diversity gap",7.58,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00439,Indus Packaging Co,China,Packaging,Tier 1,64.9,Medium,443.1,Compliant,2024-05-18,"Worker safety, Biodiversity impact, Tax transparency",9.43,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00440,Umbra Components AG,Thailand,Energy Services,Tier 1,74.9,Low,1754.1,Pending,2023-07-24,,16.36,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-00441,Granite Services AG,United States,Agriculture,Tier 3,47.8,High,787.8,Re-audit Required,2021-04-23,"Labor practices, Biodiversity impact, Tax transparency, Water stress",7.31,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00442,Juno Resources GmbH,Thailand,Agriculture,Tier 2,37.2,Critical,3119.8,Re-audit Required,2023-01-17,"Labor practices, Forced labor risk, Water stress",29.06,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00443,Ember Group Inc,China,Industrial Equipment,Tier 3,47.9,Medium,184.9,Compliant,2021-09-04,"Living wage, Labor practices, Forced labor risk",6.13,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-00444,Solstice Components LLP,Mexico,Packaging,Tier 1,69.0,Medium,2297.5,Pending,2024-10-22,Water stress,56.51,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00445,Quasar Materials SA,United Kingdom,IT Services,Tier 1,73.8,Medium,29.2,Action Plan,2021-10-10,"Bribery & corruption, Conflict minerals",7.26,Cat 15: Investments,No,DEFRA UK 2024
SUP-00446,Delta Materials Pvt Ltd,United Kingdom,Catering & Facilities,Tier 1,73.4,Medium,305.7,Action Plan,2022-02-28,"Bribery & corruption, Waste disposal, Effluent management",23.6,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-00447,Polaris Manufacturing Co,South Korea,Plastics & Polymers,Tier 2,72.6,Medium,324.2,Compliant,2023-09-08,"Worker safety, Bribery & corruption",3.87,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00448,Astra Group Corp,United Kingdom,Chemicals,Tier 3,68.2,Medium,55.1,Overdue,2023-08-21,Worker safety,0.78,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00449,Indus Group Co,UAE,IT Services,Tier 3,44.7,Critical,252.6,Overdue,2022-04-19,"Water stress, Bribery & corruption, Effluent management, Worker safety",64.42,Cat 15: Investments,No,Supplier-reported (CDP)
SUP-00450,Borealis Services Inc,South Korea,Industrial Equipment,Tier 1,69.6,High,80.0,Overdue,2024-08-23,"Biodiversity impact, Water stress, Diversity gap, Waste disposal",4.39,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00451,Cygnus Logistics SA,Indonesia,Pharmaceuticals,Tier 1,90.2,Low,169.1,Compliant,2021-12-24,,6.11,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00452,Drake Distributors Corp,Egypt,Chemicals,Tier 1,43.9,High,1916.8,Overdue,2021-04-24,"Data security, Ethical sourcing, Effluent management, Worker safety",20.52,Cat 11: Use of Sold Products,No,DEFRA UK 2024
SUP-00453,Nimbus Services SA,Malaysia,Manufacturing,Tier 3,44.6,High,229.9,Pending,2024-01-24,"Tax transparency, Ethical sourcing, Air emissions",7.96,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00454,Cardinal Holdings Pvt Ltd,Malaysia,Transportation,Tier 3,27.4,Medium,109.2,Overdue,2023-11-24,"Biodiversity impact, Diversity gap, Data security",1.42,Cat 4: Upstream Transportation,No,Supplier-reported (CDP)
SUP-00455,Gemini Components LLP,India,Mining,Tier 1,73.6,Medium,1431.8,Compliant,2021-02-22,"Water stress, Climate transition risk",7.92,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00456,Fortis Services AG,Netherlands,Electronics,Tier 1,74.1,Medium,296.6,Pending,2023-06-22,"Data security, Labor practices, Effluent management",16.57,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00457,Zenith Distributors LLP,Thailand,Construction,Tier 1,83.8,Medium,764.4,Action Plan,2021-08-14,"Diversity gap, Child labor risk",12.82,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-00458,Helios Works AG,Thailand,Logistics,Tier 2,48.0,Medium,741.4,Action Plan,2021-08-10,"Ethical sourcing, Labor practices",9.8,Cat 9: Downstream Transportation,No,GLEC Framework v3.0
SUP-00459,Drake Manufacturing Co,Japan,Steel & Metals,Tier 2,78.6,High,919.7,Action Plan,2024-03-15,"Labor practices, Energy intensity, Waste disposal, Water stress",7.79,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00460,Wolfram Trading Corp,Indonesia,Manufacturing,Tier 1,69.1,Medium,180.3,Action Plan,2022-11-15,"Effluent management, Worker safety",5.26,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00461,Cygnus Distributors Co,Mexico,Electronics,Tier 2,59.4,High,174.5,Action Plan,2023-07-06,"Ethical sourcing, Energy intensity, Climate transition risk, Bribery & corruption",10.1,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00462,Zenith Systems Corp,Indonesia,Chemicals,Tier 2,64.0,Low,2461.6,Action Plan,2021-05-11,,27.24,Cat 1: Purchased Goods & Services,Yes,EPA Emission Factors Hub 2024
SUP-00463,Beacon Trading GmbH,Turkey,Construction,Tier 1,73.5,Medium,772.4,Compliant,2021-01-28,"Child labor risk, Tax transparency",10.2,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-00464,Hyperion Systems LLP,Thailand,Packaging,Tier 2,81.3,Medium,642.3,Compliant,2022-08-04,"Biodiversity impact, Water stress",17.31,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-00465,Xenon Distributors AG,Japan,Catering & Facilities,Tier 1,81.4,Low,40.0,Compliant,2024-08-11,Energy intensity,2.65,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-00466,Kestrel Engineering Pvt Ltd,Sri Lanka,Engineering Services,Tier 2,55.1,Medium,43.2,Compliant,2021-02-15,Water stress,4.17,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-00467,Solstice Works GmbH,UAE,Agriculture,Tier 1,66.0,Medium,336.5,Action Plan,2024-10-02,Diversity gap,3.01,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-00468,Polaris Resources GmbH,United States,Steel & Metals,Tier 3,49.2,Critical,2817.6,Overdue,2021-01-02,"Water stress, Worker safety, Waste disposal, Forced labor risk",18.06,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00469,Quasar Engineering Ltd,South Korea,IT Services,Tier 2,69.7,Medium,66.1,Compliant,2021-08-22,Ethical sourcing,22.61,Cat 15: Investments,No,Supplier-reported (EcoVadis)
SUP-00470,Apex Packaging Inc,United States,Industrial Equipment,Tier 1,81.9,Low,291.5,Action Plan,2023-06-15,"Water stress, Forced labor risk",14.34,Cat 2: Capital Goods,Yes,Industry Average (IEA)
SUP-00471,Meridian Engineering Inc,Vietnam,Packaging,Tier 1,71.6,Low,331.5,Compliant,2021-10-09,Water stress,7.24,Cat 1: Purchased Goods & Services,Yes,USEEIO v2.0
SUP-00472,Eclipse Services Pvt Ltd,Indonesia,Plastics & Polymers,Tier 1,66.4,High,618.3,Overdue,2022-12-08,"Energy intensity, Tax transparency, Bribery & corruption, Child labor risk",6.2,Cat 11: Use of Sold Products,No,USEEIO v2.0
SUP-00473,Nimbus Enterprises GmbH,Mexico,Logistics,Tier 1,73.4,Low,2191.1,Compliant,2022-03-08,"Living wage, Effluent management",29.66,Cat 4: Upstream Transportation,No,Internal Engineering Estimate
SUP-00474,Beacon Industries GmbH,Turkey,Logistics,Tier 1,69.5,Low,68.7,Compliant,2022-02-25,,0.91,Cat 9: Downstream Transportation,No,DEFRA UK 2024
SUP-00475,Yarrow Industries GmbH,Vietnam,Construction,Tier 1,68.5,High,1696.0,Overdue,2022-06-07,"Data security, Tax transparency",19.26,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-00476,Polaris Group Pvt Ltd,China,Manufacturing,Tier 1,70.4,Medium,343.7,Pending,2021-05-02,"Air emissions, Ethical sourcing",13.95,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00477,Apex Solutions Corp,United Kingdom,Mining,Tier 2,47.3,Medium,508.1,Compliant,2024-03-15,"Energy intensity, Biodiversity impact, Tax transparency",3.83,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00478,Indus Industries Ltd,Sri Lanka,Engineering Services,Tier 2,89.5,Low,110.5,Compliant,2021-09-23,Biodiversity impact,18.85,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-00479,Beacon Packaging SA,Saudi Arabia,Energy Services,Tier 2,65.8,Medium,3506.5,Action Plan,2021-09-19,"Energy intensity, Living wage, Effluent management",35.95,Cat 3: Fuel & Energy Related,No,DEFRA UK 2024
SUP-00480,Cardinal Packaging Corp,Saudi Arabia,Chemicals,Tier 1,95.0,Low,1140.4,Compliant,2024-01-25,Conflict minerals,13.9,Cat 11: Use of Sold Products,No,EXIOBASE v3.8
SUP-00481,Granite Technologies Inc,South Korea,Pharmaceuticals,Tier 2,56.0,Critical,270.2,Overdue,2023-08-07,"Waste disposal, Tax transparency, Ethical sourcing, Effluent management, Air emissions",6.94,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00482,Beacon Polymers Corp,Vietnam,Mining,Tier 3,65.5,Low,449.1,Compliant,2021-03-03,"Effluent management, Child labor risk",3.47,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00483,Tempus Polymers LLP,South Korea,Logistics,Tier 1,73.8,Medium,611.5,Re-audit Required,2024-09-06,Ethical sourcing,9.21,Cat 4: Upstream Transportation,No,Supplier-reported (EcoVadis)
SUP-00484,Tempus Group Ltd,Germany,Logistics,Tier 3,78.4,Low,2014.8,Pending,2022-01-24,"Diversity gap, Conflict minerals",36.8,Cat 9: Downstream Transportation,No,Supplier-reported (CDP)
SUP-00485,Ravelin Packaging Co,Mexico,Mining,Tier 2,64.6,High,1195.1,Overdue,2022-11-15,"Air emissions, Conflict minerals, Bribery & corruption",6.8,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00486,Nimbus Holdings SA,Saudi Arabia,Catering & Facilities,Tier 3,45.2,Critical,195.4,Overdue,2023-05-19,"Data security, Biodiversity impact, Effluent management, Tax transparency",14.1,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-00487,Solstice Enterprises Corp,Netherlands,Engineering Services,Tier 1,68.4,High,94.0,Overdue,2021-07-13,"Bribery & corruption, Ethical sourcing, Living wage, Biodiversity impact",13.51,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-00488,Zenith Materials AG,United States,Electronics,Tier 2,76.9,Low,488.1,Compliant,2022-08-06,"Energy intensity, Ethical sourcing",28.68,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-00489,Fortis Services Co,Bangladesh,Catering & Facilities,Tier 3,37.9,Critical,130.6,Compliant,2022-06-15,"Tax transparency, Diversity gap, Conflict minerals, Worker safety",6.76,Cat 6: Business Travel,No,Supplier-reported (EcoVadis)
SUP-00490,Lumen Holdings GmbH,India,Agriculture,Tier 3,38.3,High,1621.5,Pending,2024-01-10,"Waste disposal, Data security",22.76,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00491,Apex Polymers SA,Thailand,Engineering Services,Tier 2,65.1,High,176.8,Re-audit Required,2021-10-13,"Labor practices, Water stress, Diversity gap, Conflict minerals",27.98,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-00492,Hyperion Polymers Co,Brazil,Plastics & Polymers,Tier 1,62.0,Low,598.7,Pending,2023-12-10,Tax transparency,6.62,Cat 11: Use of Sold Products,No,Internal Engineering Estimate
SUP-00493,Delta Industries Pvt Ltd,Netherlands,Engineering Services,Tier 1,81.5,Medium,23.5,Compliant,2024-07-01,"Tax transparency, Air emissions, Forced labor risk",3.45,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-00494,Vector Industries Co,Spain,Energy Services,Tier 2,41.5,Critical,1267.0,Action Plan,2024-12-26,"Waste disposal, Tax transparency, Forced labor risk, Energy intensity, Conflict minerals",12.91,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-00495,Delta Logistics Ltd,UAE,Steel & Metals,Tier 1,67.6,Medium,1144.3,Pending,2022-11-17,"Diversity gap, Air emissions, Living wage",8.43,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-00496,Yarrow Packaging Inc,Spain,Transportation,Tier 3,44.8,Medium,262.6,Compliant,2023-08-21,"Bribery & corruption, Ethical sourcing, Biodiversity impact",4.07,Cat 4: Upstream Transportation,No,Internal Engineering Estimate
SUP-00497,Hyperion Manufacturing Ltd,South Africa,Energy Services,Tier 2,44.2,High,523.7,Pending,2024-08-21,"Labor practices, Diversity gap",4.9,Cat 3: Fuel & Energy Related,No,Internal Engineering Estimate
SUP-00498,Ember Trading LLP,Sri Lanka,Manufacturing,Tier 1,72.1,High,366.1,Pending,2024-08-19,"Water stress, Effluent management, Air emissions",10.98,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00499,Helios Materials Co,Spain,Industrial Equipment,Tier 2,71.1,High,36.7,Re-audit Required,2021-12-04,"Effluent management, Living wage",1.9,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-00500,Polaris Systems GmbH,Netherlands,Plastics & Polymers,Tier 2,63.9,Medium,7310.0,Overdue,2021-11-26,"Living wage, Effluent management",126.66,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-00501,Ember Packaging Pvt Ltd,Bangladesh,Construction,Tier 1,62.3,Medium,339.4,Pending,2021-09-07,"Ethical sourcing, Labor practices",4.78,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-00502,Eclipse Trading Corp,Italy,Industrial Equipment,Tier 2,47.4,Medium,1053.8,Compliant,2024-12-03,Energy intensity,49.12,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00503,Meridian Chemicals Co,Mexico,Construction,Tier 1,69.0,Low,192.0,Overdue,2023-09-14,Energy intensity,3.29,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-00504,Nimbus Solutions Ltd,Thailand,IT Services,Tier 1,79.8,Low,286.0,Compliant,2021-05-07,"Diversity gap, Forced labor risk",79.61,Cat 15: Investments,No,DEFRA UK 2024
SUP-00505,Ravelin Systems AG,Vietnam,Steel & Metals,Tier 2,64.9,Medium,1352.9,Action Plan,2021-04-26,"Air emissions, Diversity gap, Biodiversity impact",9.59,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-00506,Solstice Enterprises LLP,Bangladesh,Packaging,Tier 3,39.4,Critical,2184.9,Pending,2021-03-12,"Energy intensity, Forced labor risk, Living wage, Tax transparency",50.11,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00507,Solstice Technologies AG,Brazil,Electronics,Tier 3,61.6,Medium,454.2,Compliant,2023-04-11,"Energy intensity, Water stress, Data security",25.23,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-00508,Quasar Group Co,Egypt,Energy Services,Tier 1,67.0,Low,851.6,Compliant,2024-03-12,Bribery & corruption,10.4,Cat 3: Fuel & Energy Related,No,Supplier-reported (CDP)
SUP-00509,Lumen Group GmbH,Vietnam,Plastics & Polymers,Tier 1,89.9,Medium,4742.2,Pending,2024-12-12,"Data security, Ethical sourcing, Air emissions",47.31,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-00510,Yarrow Works Ltd,France,Engineering Services,Tier 1,78.5,Medium,185.2,Pending,2024-05-09,"Labor practices, Climate transition risk, Water stress",21.0,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-00511,Hyperion Industries Pvt Ltd,Turkey,Chemicals,Tier 2,62.3,High,788.8,Pending,2021-08-14,"Living wage, Forced labor risk, Data security",7.88,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-00512,Granite Engineering AG,Sri Lanka,Transportation,Tier 2,43.1,High,902.6,Action Plan,2021-10-06,"Tax transparency, Ethical sourcing",14.85,Cat 9: Downstream Transportation,No,Internal Engineering Estimate
