risk_id,category,scenario,time_horizon,likelihood,financial_impact_inr_crores,mitigation,status,owner,affected_business_unit,risk_description
CR-02121,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Almost Certain,15.7,Vendor diversification programme,Closed,Treasury,PJT-DIG,Monsoon variability impacting feedstock logistics
CR-02122,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Possible,74.3,Hedging via carbon market,Closed,Treasury,RND-PUN,Monsoon variability impacting feedstock logistics
CR-02123,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Rare,1.97,Engineering controls — process,Closed,Strategy & Planning,FNC-HRM,Monsoon variability impacting feedstock logistics
CR-02124,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Likely,13.05,PPA conversion to renewables,Mitigating,CRO Office,PCH-NGT,Monsoon variability impacting feedstock logistics
CR-02125,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Possible,36.82,Supplier contract pass-through,Mitigating,Treasury,FW-CDP,Monsoon variability impacting feedstock logistics
CR-02126,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Likely,5.66,PPA conversion to renewables,Closed,Treasury,RSK-PHY,Monsoon variability impacting feedstock logistics
CR-02127,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Almost Certain,24.87,Hedging via carbon market,Mitigating,Group HR,FNC-CSR,Monsoon variability impacting feedstock logistics
CR-02128,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Rare,1.87,PPA conversion to renewables,Closed,Treasury,RND-BLR,Monsoon variability impacting feedstock logistics
CR-02129,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Rare,4.64,Supplier contract pass-through,Open,Investor Relations,MKT-OEM,Monsoon variability impacting feedstock logistics
CR-02130,Physical-Chronic,NGFS-NetZero2050,Medium (2-5 yr),Possible,8.36,Insurance coverage expanded,Open,Investor Relations,RSK-TRN,Monsoon variability impacting feedstock logistics
CR-02131,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Possible,12.65,Site-level adaptation plan,Mitigating,Legal & Compliance,RND-HYD,Monsoon variability impacting feedstock logistics
CR-02132,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Likely,4.02,Supplier contract pass-through,Mitigating,EHS Director,PJT-TAX,Monsoon variability impacting feedstock logistics
CR-02133,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Possible,4.16,PPA conversion to renewables,Mitigating,Procurement,PJT-COC,Monsoon variability impacting feedstock logistics
CR-02134,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Possible,18.26,Engineering controls — process,Mitigating,Strategy & Planning,RSK-BIO,Monsoon variability impacting feedstock logistics
CR-02135,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Likely,4.06,Supplier contract pass-through,Mitigating,Strategy & Planning,PCH-JMG,Monsoon variability impacting feedstock logistics
CR-02136,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Likely,9.42,Workforce reskilling programme,Open,Strategy & Planning,PJT-HRT,Monsoon variability impacting feedstock logistics
CR-02137,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Possible,7.59,Capex earmarked in 5-yr plan,Closed,Sustainability — Climate,OFC-CMB,Monsoon variability impacting feedstock logistics
CR-02138,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Rare,4.03,Supplier contract pass-through,Mitigating,Procurement,MKT-SMB,Monsoon variability impacting feedstock logistics
CR-02139,Physical-Chronic,NGFS-NetZero2050,Long (5-10 yr),Possible,10.7,Capex earmarked in 5-yr plan,Open,Group HR,MKT-EXP,Monsoon variability impacting feedstock logistics
CR-02140,Physical-Chronic,NGFS-NetZero2050,Very Long (10-30 yr),Possible,34.07,Workforce reskilling programme,Open,Treasury,PJT-DIG,Monsoon variability impacting feedstock logistics
CR-02141,Physical-Chronic,NGFS-NetZero2050,Very Long (10-30 yr),Possible,3.42,Capex earmarked in 5-yr plan,Open,Sustainability — Climate,MKT-PSU,Monsoon variability impacting feedstock logistics
CR-02142,Physical-Chronic,NGFS-NetZero2050,Very Long (10-30 yr),Rare,23.22,Vendor diversification programme,Closed,Procurement,REG-WST,Monsoon variability impacting feedstock logistics
CR-02143,Physical-Chronic,NGFS-NetZero2050,Very Long (10-30 yr),Almost Certain,6.61,Supplier contract pass-through,Mitigating,Treasury,RND-HYD,Monsoon variability impacting feedstock logistics
CR-02144,Physical-Chronic,NGFS-NetZero2050,Very Long (10-30 yr),Possible,3.79,Supplier contract pass-through,Open,Treasury,DST-LKO,Monsoon variability impacting feedstock logistics
CR-02145,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Possible,2.78,Customer transition partnership,Closed,CRO Office,PJT-TAX,Monsoon variability impacting feedstock logistics
CR-02146,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Rare,2.81,Vendor diversification programme,Mitigating,Plant Operations,REG-WST,Monsoon variability impacting feedstock logistics
CR-02147,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Likely,80.16,Supplier contract pass-through,Mitigating,Strategy & Planning,REG-NTH,Monsoon variability impacting feedstock logistics
CR-02148,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Almost Certain,12.05,Hedging via carbon market,Open,Strategy & Planning,PJT-CIRC,Monsoon variability impacting feedstock logistics
CR-02149,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Likely,8.54,Workforce reskilling programme,Closed,Plant Operations,OFC-AMD,Monsoon variability impacting feedstock logistics
CR-02150,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Likely,37.8,Site-level adaptation plan,Mitigating,Procurement,PJT-AUD,Monsoon variability impacting feedstock logistics
CR-02151,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Possible,2.45,Engineering controls — process,Closed,Group HR,LOG-VSP,Monsoon variability impacting feedstock logistics
CR-02152,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Almost Certain,0.5,Supplier contract pass-through,Open,Investor Relations,RSK-BIO,Monsoon variability impacting feedstock logistics
CR-02153,Physical-Chronic,NGFS-DivergentNetZero,Short (0-2 yr),Possible,2.4,Hedging via carbon market,Mitigating,Strategy & Planning,PJT-SAF,Monsoon variability impacting feedstock logistics
CR-02154,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Almost Certain,3.06,Engineering controls — process,Mitigating,CRO Office,OFC-DLH,Monsoon variability impacting feedstock logistics
CR-02155,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,7.56,Capex earmarked in 5-yr plan,Mitigating,EHS Director,HQ,Monsoon variability impacting feedstock logistics
CR-02156,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,6.58,Site-level adaptation plan,Mitigating,Procurement,REF-HZR,Monsoon variability impacting feedstock logistics
CR-02157,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Possible,0.63,Engineering controls — process,Closed,Investor Relations,FW-TNFD,Monsoon variability impacting feedstock logistics
CR-02158,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,110.91,Hedging via carbon market,Mitigating,Procurement,PCH-JMG,Monsoon variability impacting feedstock logistics
CR-02159,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,1.26,Site-level adaptation plan,Mitigating,CRO Office,MKT-B2C,Monsoon variability impacting feedstock logistics
CR-02160,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Likely,1.22,Customer transition partnership,Mitigating,CRO Office,PJT-LIV,Monsoon variability impacting feedstock logistics
CR-02161,Physical-Chronic,NGFS-DivergentNetZero,Medium (2-5 yr),Possible,5.96,Insurance coverage expanded,Mitigating,Investor Relations,RND-BLR,Monsoon variability impacting feedstock logistics
CR-02162,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Likely,5.47,Vendor diversification programme,Mitigating,Sustainability — Climate,REF-HZR,Monsoon variability impacting feedstock logistics
CR-02163,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Possible,6.99,Engineering controls — process,Mitigating,Legal & Compliance,LOG-KCH,Monsoon variability impacting feedstock logistics
CR-02164,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Likely,7.77,Insurance coverage expanded,Closed,Legal & Compliance,PJT-COC,Monsoon variability impacting feedstock logistics
CR-02165,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Possible,47.74,Hedging via carbon market,Mitigating,CRO Office,RSK-CYB,Monsoon variability impacting feedstock logistics
CR-02166,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Likely,0.79,Hedging via carbon market,Mitigating,Sustainability — Climate,PJT-SAF,Monsoon variability impacting feedstock logistics
CR-02167,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Likely,6.91,Capex earmarked in 5-yr plan,Closed,Sustainability — Climate,RND-SRT,Monsoon variability impacting feedstock logistics
CR-02168,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Possible,23.63,PPA conversion to renewables,Mitigating,Group HR,FW-CDPW,Monsoon variability impacting feedstock logistics
CR-02169,Physical-Chronic,NGFS-DivergentNetZero,Long (5-10 yr),Likely,2.57,Engineering controls — process,Closed,CRO Office,DST-KOL,Monsoon variability impacting feedstock logistics
CR-02170,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,57.25,Supplier contract pass-through,Mitigating,Sustainability — Climate,BIZ-PCK,Monsoon variability impacting feedstock logistics
CR-02171,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Rare,0.73,Hedging via carbon market,Open,Strategy & Planning,REG-NTH,Monsoon variability impacting feedstock logistics
CR-02172,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Rare,0.86,PPA conversion to renewables,Mitigating,Strategy & Planning,RSK-REP,Monsoon variability impacting feedstock logistics
CR-02173,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Likely,1.22,Supplier contract pass-through,Mitigating,Treasury,PJT-EVS,Monsoon variability impacting feedstock logistics
CR-02174,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,15.46,PPA conversion to renewables,Closed,Legal & Compliance,REG-AMR,Monsoon variability impacting feedstock logistics
CR-02175,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Almost Certain,24.0,Hedging via carbon market,Open,Group HR,PJT-COC,Monsoon variability impacting feedstock logistics
CR-02176,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Likely,1.94,Supplier contract pass-through,Mitigating,Plant Operations,PJT-CCS,Monsoon variability impacting feedstock logistics
CR-02177,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Possible,13.83,Customer transition partnership,Mitigating,Sustainability — Climate,OFC-CHN,Monsoon variability impacting feedstock logistics
CR-02178,Physical-Chronic,NGFS-DivergentNetZero,Very Long (10-30 yr),Rare,1.87,Workforce reskilling programme,Mitigating,Sustainability — Climate,MKT-OEM,Monsoon variability impacting feedstock logistics
CR-02179,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Rare,45.85,Vendor diversification programme,Open,Procurement,HQ,Monsoon variability impacting feedstock logistics
CR-02180,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Rare,9.05,Supplier contract pass-through,Closed,Sustainability — Climate,PJT-WHB,Monsoon variability impacting feedstock logistics
CR-02181,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Possible,8.97,Supplier contract pass-through,Closed,Investor Relations,RSK-SUP,Monsoon variability impacting feedstock logistics
CR-02182,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Likely,6.06,Insurance coverage expanded,Open,Group HR,REG-INT,Monsoon variability impacting feedstock logistics
CR-02183,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Rare,29.62,Site-level adaptation plan,Mitigating,EHS Director,BIZ-FUE,Monsoon variability impacting feedstock logistics
CR-02184,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Rare,4.65,Supplier contract pass-through,Open,Treasury,MKT-PSU,Monsoon variability impacting feedstock logistics
CR-02185,Physical-Chronic,NGFS-DelayedTransition,Short (0-2 yr),Possible,32.44,Engineering controls — process,Mitigating,Plant Operations,BIZ-HYD,Monsoon variability impacting feedstock logistics
CR-02186,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Likely,5.98,Site-level adaptation plan,Mitigating,Procurement,FNC-LGL,Monsoon variability impacting feedstock logistics
CR-02187,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Possible,5.93,Engineering controls — process,Mitigating,Plant Operations,PJT-WHB,Monsoon variability impacting feedstock logistics
CR-02188,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Possible,8.05,Capex earmarked in 5-yr plan,Open,Sustainability — Climate,FW-TCFD,Monsoon variability impacting feedstock logistics
CR-02189,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Likely,0.5,Workforce reskilling programme,Mitigating,Sustainability — Climate,PJT-SAF,Monsoon variability impacting feedstock logistics
CR-02190,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Likely,1.05,Insurance coverage expanded,Open,Legal & Compliance,OFC-CHN,Monsoon variability impacting feedstock logistics
CR-02191,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Rare,3.74,PPA conversion to renewables,Mitigating,Treasury,MKT-PSU,Monsoon variability impacting feedstock logistics
CR-02192,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Possible,32.82,Customer transition partnership,Closed,Treasury,REG-STH,Monsoon variability impacting feedstock logistics
CR-02193,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Almost Certain,2.74,PPA conversion to renewables,Mitigating,Strategy & Planning,RSK-CYB,Monsoon variability impacting feedstock logistics
CR-02194,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Possible,26.33,Site-level adaptation plan,Mitigating,CRO Office,BIZ-SPC,Monsoon variability impacting feedstock logistics
CR-02195,Physical-Chronic,NGFS-DelayedTransition,Medium (2-5 yr),Possible,28.33,PPA conversion to renewables,Closed,Procurement,BIZ-LUB,Monsoon variability impacting feedstock logistics
CR-02196,Physical-Chronic,NGFS-DelayedTransition,Long (5-10 yr),Possible,1.83,Site-level adaptation plan,Mitigating,Legal & Compliance,FNC-IT,Monsoon variability impacting feedstock logistics
CR-02197,Physical-Chronic,NGFS-DelayedTransition,Long (5-10 yr),Possible,7.88,Capex earmarked in 5-yr plan,Mitigating,Plant Operations,LOG-VSP,Monsoon variability impacting feedstock logistics
CR-02198,Physical-Chronic,NGFS-DelayedTransition,Long (5-10 yr),Likely,0.98,Site-level adaptation plan,Mitigating,CRO Office,PJT-CYB,Monsoon variability impacting feedstock logistics
CR-02199,Physical-Chronic,NGFS-DelayedTransition,Long (5-10 yr),Likely,3.27,Hedging via carbon market,Mitigating,Sustainability — Climate,OFC-KCH,Monsoon variability impacting feedstock logistics
CR-02200,Physical-Chronic,NGFS-DelayedTransition,Long (5-10 yr),Rare,48.01,Capex earmarked in 5-yr plan,Closed,EHS Director,MKT-OEM,Monsoon variability impacting feedstock logistics
CR-02201,Physical-Chronic,NGFS-DelayedTransition,Long (5-10 yr),Possible,0.65,Site-level adaptation plan,Mitigating,Plant Operations,LOG-KCH,Monsoon variability impacting feedstock logistics
CR-02202,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,26.43,Engineering controls — process,Mitigating,CRO Office,LOG-KND,Monsoon variability impacting feedstock logistics
CR-02203,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,26.89,PPA conversion to renewables,Open,Treasury,PJT-BIO,Monsoon variability impacting feedstock logistics
CR-02204,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,9.93,Site-level adaptation plan,Open,Treasury,MKT-DST,Monsoon variability impacting feedstock logistics
CR-02205,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,1.76,Supplier contract pass-through,Mitigating,Investor Relations,MKT-EXP,Monsoon variability impacting feedstock logistics
CR-02206,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,7.77,Workforce reskilling programme,Closed,Investor Relations,OFC-CMB,Monsoon variability impacting feedstock logistics
CR-02207,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Possible,2.61,Vendor diversification programme,Mitigating,Plant Operations,LOG-VSP,Monsoon variability impacting feedstock logistics
CR-02208,Physical-Chronic,NGFS-DelayedTransition,Very Long (10-30 yr),Rare,21.3,Customer transition partnership,Closed,EHS Director,PJT-COC,Monsoon variability impacting feedstock logistics
CR-02209,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Possible,11.34,Hedging via carbon market,Mitigating,Sustainability — Climate,PJT-DIG,Monsoon variability impacting feedstock logistics
CR-02210,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Possible,3.62,PPA conversion to renewables,Closed,Strategy & Planning,OFC-CMB,Monsoon variability impacting feedstock logistics
CR-02211,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Likely,10.11,Engineering controls — process,Open,Sustainability — Climate,OFC-DLH,Monsoon variability impacting feedstock logistics
CR-02212,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Rare,10.62,Site-level adaptation plan,Mitigating,Investor Relations,OFC-BBS,Monsoon variability impacting feedstock logistics
CR-02213,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Rare,58.39,Insurance coverage expanded,Mitigating,Procurement,RSK-DAT,Monsoon variability impacting feedstock logistics
CR-02214,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Rare,0.9,Insurance coverage expanded,Mitigating,Investor Relations,REG-NTH,Monsoon variability impacting feedstock logistics
CR-02215,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Rare,107.04,Insurance coverage expanded,Open,Procurement,DST-KOL,Monsoon variability impacting feedstock logistics
CR-02216,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Rare,2.19,Customer transition partnership,Open,Sustainability — Climate,OFC-JPR,Monsoon variability impacting feedstock logistics
CR-02217,Physical-Chronic,IEA-NZE2050,Short (0-2 yr),Possible,3.14,Site-level adaptation plan,Mitigating,EHS Director,MKT-PSU,Monsoon variability impacting feedstock logistics
CR-02218,Physical-Chronic,IEA-NZE2050,Medium (2-5 yr),Almost Certain,99.54,Workforce reskilling programme,Mitigating,Legal & Compliance,RND-HYD,Monsoon variability impacting feedstock logistics
CR-02219,Physical-Chronic,IEA-NZE2050,Medium (2-5 yr),Possible,1.7,PPA conversion to renewables,Mitigating,Plant Operations,FW-GRI,Monsoon variability impacting feedstock logistics
CR-02220,Physical-Chronic,IEA-NZE2050,Medium (2-5 yr),Likely,2.3,PPA conversion to renewables,Mitigating,Strategy & Planning,PJT-COC,Monsoon variability impacting feedstock logistics
CR-02221,Physical-Chronic,IEA-NZE2050,Medium (2-5 yr),Rare,2.59,Supplier contract pass-through,Open,Legal & Compliance,PCH-JMG,Monsoon variability impacting feedstock logistics
