control_id,process,esg_metric_linked,control_owner,test_date,deficiency_flag,remediation_status,sox_section,control_type,frequency,tester,evidence_doc_id,control_objective,business_unit,grc_tool
ICFR-ESG-01500,Health & Safety Incident Reporting,G19,Treasury,2022-09-08,Material,Open,404,Preventive,Weekly,Independent — PwC,AUD-FY22-Q2-001500,Ensure rights & obligations are properly recognised,LOG-MNG,MetricStream
ICFR-ESG-01501,Health & Safety Incident Reporting,E14,Treasury,2022-12-19,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY22-Q3-001501,Ensure completeness of recorded transactions in the period,RSK-WTR,ServiceNow GRC
ICFR-ESG-01502,Health & Safety Incident Reporting,S14,Treasury,2023-03-11,None,Not Applicable,404,Preventive,Weekly,Independent — Deloitte,AUD-FY22-Q4-001502,Ensure accuracy of recorded amounts and disclosures,BIZ-SPC,ServiceNow GRC
ICFR-ESG-01503,Health & Safety Incident Reporting,E01,Treasury,2023-06-14,Material,Re-test Required,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY23-Q1-001503,Ensure proper classification in financial statements,PJT-NETZ,ServiceNow GRC
ICFR-ESG-01504,Health & Safety Incident Reporting,G19,Treasury,2023-09-23,Deficiency,Closed,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q2-001504,Ensure proper authorisation of journal entries and adjustments,MKT-SMB,OneTrust
ICFR-ESG-01505,Health & Safety Incident Reporting,G06,Treasury,2023-12-27,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q3-001505,Ensure existence of underlying assets and obligations,PCH-NGT,MetricStream
ICFR-ESG-01506,Health & Safety Incident Reporting,G24,Treasury,2024-03-17,Deficiency,Closed,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY23-Q4-001506,Ensure ESG data lineage and source traceability,FW-SBTI,AuditBoard
ICFR-ESG-01507,Health & Safety Incident Reporting,E10,Treasury,2024-06-15,None,Not Applicable,404,Preventive,Weekly,Independent — Deloitte,AUD-FY24-Q1-001507,Ensure ESG metric calculation conforms to GHG Protocol,BIZ-PCK,MetricStream
ICFR-ESG-01508,Health & Safety Incident Reporting,S06,Treasury,2024-09-20,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY24-Q2-001508,Ensure timely and accurate climate disclosure filing,PJT-COC,ServiceNow GRC
ICFR-ESG-01509,Health & Safety Incident Reporting,E14,Treasury,2024-12-06,Deficiency,Tested — Passed,404,Preventive,Weekly,Independent — PwC,AUD-FY24-Q3-001509,Ensure proper classification in financial statements,BIZ-SPC,Workiva
ICFR-ESG-01510,Health & Safety Incident Reporting,G06,Treasury,2025-03-07,Material,Re-test Required,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q4-001510,Ensure proper cut-off of period-end transactions,BIZ-SPC,OneTrust
ICFR-ESG-01511,Health & Safety Incident Reporting,S06,Treasury,2025-06-06,None,Not Applicable,404,Preventive,Weekly,Internal Audit (in-house),AUD-FY25-Q1-001511,Ensure existence of underlying assets and obligations,MKT-OEM,ServiceNow GRC
ICFR-ESG-01512,Health & Safety Incident Reporting,G06,Treasury,2025-09-13,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY25-Q2-001512,Ensure rights & obligations are properly recognised,PJT-EVS,MetricStream
ICFR-ESG-01513,Health & Safety Incident Reporting,G08,ESG Reporting,2021-06-25,Deficiency,Open,404,Detective,Weekly,Independent — Deloitte,AUD-FY21-Q1-001513,Ensure proper authorisation of journal entries and adjustments,FW-TCFD,AuditBoard
ICFR-ESG-01514,Health & Safety Incident Reporting,E14,ESG Reporting,2021-09-19,Deficiency,Closed,404,Detective,Weekly,Independent — Deloitte,AUD-FY21-Q2-001514,Ensure ESG data lineage and source traceability,FNC-PRC,Workiva
ICFR-ESG-01515,Health & Safety Incident Reporting,S06,ESG Reporting,2021-12-05,Deficiency,Open,404,Detective,Weekly,Independent — Deloitte,AUD-FY21-Q3-001515,Ensure accuracy of recorded amounts and disclosures,LOG-VSP,Workiva
ICFR-ESG-01516,Health & Safety Incident Reporting,S06,ESG Reporting,2022-03-10,Significant,Tested — Failed,404,Detective,Weekly,Independent — PwC,AUD-FY21-Q4-001516,Ensure existence of underlying assets and obligations,HQ,MetricStream
ICFR-ESG-01517,Health & Safety Incident Reporting,E14,ESG Reporting,2022-06-28,Material,Open,404,Detective,Weekly,Independent — PwC,AUD-FY22-Q1-001517,Ensure ESG metric calculation conforms to GHG Protocol,RSK-REP,ServiceNow GRC
ICFR-ESG-01518,Health & Safety Incident Reporting,E14,ESG Reporting,2022-09-26,Deficiency,In Progress,404,Detective,Weekly,Internal Audit (in-house),AUD-FY22-Q2-001518,Ensure existence of underlying assets and obligations,FNC-HRM,Workiva
ICFR-ESG-01519,Health & Safety Incident Reporting,S14,ESG Reporting,2022-12-24,Deficiency,Tested — Passed,404,Detective,Weekly,Independent — Deloitte,AUD-FY22-Q3-001519,Ensure existence of underlying assets and obligations,BIZ-HYD,AuditBoard
ICFR-ESG-01520,Health & Safety Incident Reporting,G08,ESG Reporting,2023-03-09,Deficiency,Closed,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY22-Q4-001520,Ensure timely and accurate climate disclosure filing,RSK-WTR,ServiceNow GRC
ICFR-ESG-01521,Health & Safety Incident Reporting,G24,ESG Reporting,2023-06-19,Deficiency,Closed,404,Detective,Weekly,Independent — Deloitte,AUD-FY23-Q1-001521,Ensure timely and accurate climate disclosure filing,FNC-COR,AuditBoard
ICFR-ESG-01522,Health & Safety Incident Reporting,S14,ESG Reporting,2023-09-07,Significant,Closed,404,Detective,Weekly,Self-test (Process Owner),AUD-FY23-Q2-001522,Ensure proper authorisation of journal entries and adjustments,PCH-HLD,MetricStream
ICFR-ESG-01523,Health & Safety Incident Reporting,S06,ESG Reporting,2023-12-10,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q3-001523,Ensure rights & obligations are properly recognised,PJT-CYB,Workiva
ICFR-ESG-01524,Health & Safety Incident Reporting,G08,ESG Reporting,2024-03-20,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY23-Q4-001524,Ensure accuracy of recorded amounts and disclosures,LOG-KCH,OneTrust
ICFR-ESG-01525,Health & Safety Incident Reporting,S06,ESG Reporting,2024-06-08,None,Not Applicable,404,Detective,Weekly,Internal Audit (in-house),AUD-FY24-Q1-001525,Ensure timely and accurate climate disclosure filing,LOG-MNG,Workiva
ICFR-ESG-01526,Health & Safety Incident Reporting,S06,ESG Reporting,2024-09-06,Significant,Tested — Failed,404,Detective,Weekly,Self-test (Process Owner),AUD-FY24-Q2-001526,Ensure rights & obligations are properly recognised,MKT-EXP,OneTrust
ICFR-ESG-01527,Health & Safety Incident Reporting,G08,ESG Reporting,2024-12-15,Material,In Progress,404,Detective,Weekly,Self-test (Process Owner),AUD-FY24-Q3-001527,Ensure existence of underlying assets and obligations,FW-SBTI,MetricStream
ICFR-ESG-01528,Health & Safety Incident Reporting,G06,ESG Reporting,2025-03-08,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q4-001528,Ensure existence of underlying assets and obligations,PJT-DAT,MetricStream
ICFR-ESG-01529,Health & Safety Incident Reporting,G24,ESG Reporting,2025-06-21,None,Not Applicable,404,Detective,Weekly,Independent — Deloitte,AUD-FY25-Q1-001529,Ensure ESG data lineage and source traceability,FNC-CSR,Workiva
ICFR-ESG-01530,Health & Safety Incident Reporting,G19,ESG Reporting,2025-09-28,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY25-Q2-001530,Ensure rights & obligations are properly recognised,RND-BLR,Workiva
ICFR-ESG-01531,Health & Safety Incident Reporting,S06,Sustainability — Climate,2021-06-27,Deficiency,In Progress,404,Detective,Weekly,Internal Audit (co-source — EY),AUD-FY21-Q1-001531,Ensure timely and accurate climate disclosure filing,FNC-IT,OneTrust
ICFR-ESG-01532,Health & Safety Incident Reporting,E01,Sustainability — Climate,2021-09-13,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY21-Q2-001532,Ensure completeness of recorded transactions in the period,LOG-TUT,ServiceNow GRC
ICFR-ESG-01533,Health & Safety Incident Reporting,G19,Sustainability — Climate,2021-12-21,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q3-001533,Ensure ESG metric calculation conforms to GHG Protocol,FW-SASB,ServiceNow GRC
ICFR-ESG-01534,Health & Safety Incident Reporting,E01,Sustainability — Climate,2022-03-21,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY21-Q4-001534,Ensure proper authorisation of journal entries and adjustments,RND-BLR,MetricStream
ICFR-ESG-01535,Health & Safety Incident Reporting,E01,Sustainability — Climate,2022-06-13,Significant,In Progress,404,Detective,Weekly,Internal Audit (in-house),AUD-FY22-Q1-001535,Ensure ESG data lineage and source traceability,HQ,Workiva
ICFR-ESG-01536,Health & Safety Incident Reporting,E01,Sustainability — Climate,2022-09-08,None,Not Applicable,404,Detective,Weekly,Independent — PwC,AUD-FY22-Q2-001536,Ensure ESG metric calculation conforms to GHG Protocol,DST-LKO,OneTrust
ICFR-ESG-01537,Health & Safety Incident Reporting,G19,Sustainability — Climate,2022-12-05,None,Not Applicable,404,Detective,Weekly,Internal Audit (in-house),AUD-FY22-Q3-001537,Ensure proper authorisation of journal entries and adjustments,HQ,OneTrust
ICFR-ESG-01538,Health & Safety Incident Reporting,E10,Sustainability — Climate,2023-03-11,Deficiency,Tested — Passed,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY22-Q4-001538,Ensure existence of underlying assets and obligations,RSK-REP,ServiceNow GRC
ICFR-ESG-01539,Health & Safety Incident Reporting,E14,Sustainability — Climate,2023-06-19,Material,In Progress,404,Detective,Weekly,Independent — Deloitte,AUD-FY23-Q1-001539,Ensure rights & obligations are properly recognised,FNC-COM,ServiceNow GRC
ICFR-ESG-01540,Health & Safety Incident Reporting,E01,Sustainability — Climate,2023-09-25,None,Not Applicable,404,Detective,Weekly,Internal Audit (in-house),AUD-FY23-Q2-001540,Ensure ESG data lineage and source traceability,DST-HYD,Workiva
ICFR-ESG-01541,Health & Safety Incident Reporting,S14,Sustainability — Climate,2023-12-08,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — EY),AUD-FY23-Q3-001541,Ensure proper authorisation of journal entries and adjustments,RSK-REG,MetricStream
ICFR-ESG-01542,Health & Safety Incident Reporting,G24,Sustainability — Climate,2024-03-12,Significant,Re-test Required,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q4-001542,Ensure ESG metric calculation conforms to GHG Protocol,FNC-COM,ServiceNow GRC
ICFR-ESG-01543,Health & Safety Incident Reporting,G06,Sustainability — Climate,2024-06-25,None,Not Applicable,404,Detective,Weekly,Independent — Deloitte,AUD-FY24-Q1-001543,Ensure accuracy of recorded amounts and disclosures,DST-IND,OneTrust
ICFR-ESG-01544,Health & Safety Incident Reporting,S06,Sustainability — Climate,2024-09-17,Significant,Tested — Failed,404,Detective,Weekly,Self-test (Process Owner),AUD-FY24-Q2-001544,Ensure ESG metric calculation conforms to GHG Protocol,BIZ-AGR,ServiceNow GRC
ICFR-ESG-01545,Health & Safety Incident Reporting,G06,Sustainability — Climate,2024-12-05,Material,Open,404,Detective,Weekly,Independent — Deloitte,AUD-FY24-Q3-001545,Ensure completeness of recorded transactions in the period,BIZ-PCK,AuditBoard
ICFR-ESG-01546,Health & Safety Incident Reporting,E10,Sustainability — Climate,2025-03-19,Deficiency,Closed,404,Detective,Weekly,Internal Audit (in-house),AUD-FY24-Q4-001546,Ensure proper authorisation of journal entries and adjustments,RND-PUN,ServiceNow GRC
ICFR-ESG-01547,Health & Safety Incident Reporting,G24,Sustainability — Climate,2025-06-11,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY25-Q1-001547,Ensure timely and accurate climate disclosure filing,PJT-BIO,Workiva
ICFR-ESG-01548,Health & Safety Incident Reporting,S14,Sustainability — Climate,2025-09-22,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — EY),AUD-FY25-Q2-001548,Ensure ESG metric calculation conforms to GHG Protocol,HQ,AuditBoard
ICFR-ESG-01549,Health & Safety Incident Reporting,E14,Treasury,2021-06-27,Deficiency,Open,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q1-001549,Ensure existence of underlying assets and obligations,PCH-PDP,MetricStream
ICFR-ESG-01550,Health & Safety Incident Reporting,E01,Treasury,2021-09-18,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q2-001550,Ensure timely and accurate climate disclosure filing,OFC-CHN,Workiva
ICFR-ESG-01551,Health & Safety Incident Reporting,E10,Treasury,2021-12-10,None,Not Applicable,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY21-Q3-001551,Ensure timely and accurate climate disclosure filing,PJT-CYB,AuditBoard
ICFR-ESG-01552,Health & Safety Incident Reporting,S14,Treasury,2022-03-06,Deficiency,Open,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q4-001552,Ensure proper classification in financial statements,LOG-VSP,MetricStream
ICFR-ESG-01553,Health & Safety Incident Reporting,S06,Treasury,2022-06-13,Deficiency,Closed,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY22-Q1-001553,Ensure completeness of recorded transactions in the period,OFC-CHN,ServiceNow GRC
ICFR-ESG-01554,Health & Safety Incident Reporting,S06,Treasury,2022-09-14,Deficiency,Closed,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY22-Q2-001554,Ensure completeness of recorded transactions in the period,PJT-CCS,OneTrust
ICFR-ESG-01555,Health & Safety Incident Reporting,S14,Treasury,2022-12-11,None,Not Applicable,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY22-Q3-001555,Ensure completeness of recorded transactions in the period,FNC-HRM,ServiceNow GRC
ICFR-ESG-01556,Health & Safety Incident Reporting,G19,Treasury,2023-03-27,None,Not Applicable,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY22-Q4-001556,Ensure proper cut-off of period-end transactions,FNC-LGL,Workiva
ICFR-ESG-01557,Health & Safety Incident Reporting,E01,Treasury,2023-06-19,Material,Re-test Required,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY23-Q1-001557,Ensure accuracy of recorded amounts and disclosures,BIZ-HYD,OneTrust
ICFR-ESG-01558,Health & Safety Incident Reporting,S14,Treasury,2023-09-28,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY23-Q2-001558,Ensure ESG data lineage and source traceability,PJT-RNW,AuditBoard
ICFR-ESG-01559,Health & Safety Incident Reporting,G06,Treasury,2023-12-28,None,Not Applicable,404,Corrective,Weekly,Independent — Deloitte,AUD-FY23-Q3-001559,Ensure ESG metric calculation conforms to GHG Protocol,PJT-CYB,AuditBoard
ICFR-ESG-01560,Health & Safety Incident Reporting,G24,Treasury,2024-03-25,Material,Open,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY23-Q4-001560,Ensure existence of underlying assets and obligations,PJT-LIV,MetricStream
ICFR-ESG-01561,Health & Safety Incident Reporting,G19,Treasury,2024-06-27,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY24-Q1-001561,Ensure ESG data lineage and source traceability,REG-AMR,OneTrust
ICFR-ESG-01562,Health & Safety Incident Reporting,E14,Treasury,2024-09-15,Deficiency,Closed,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY24-Q2-001562,Ensure ESG data lineage and source traceability,REG-EUR,Workiva
ICFR-ESG-01563,Health & Safety Incident Reporting,G06,Treasury,2024-12-21,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q3-001563,Ensure completeness of recorded transactions in the period,OFC-DLH,AuditBoard
ICFR-ESG-01564,Health & Safety Incident Reporting,G19,Treasury,2025-03-13,Material,Open,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY24-Q4-001564,Ensure timely and accurate climate disclosure filing,REF-HZR,ServiceNow GRC
ICFR-ESG-01565,Health & Safety Incident Reporting,G08,Treasury,2025-06-13,Significant,Re-test Required,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY25-Q1-001565,Ensure ESG metric calculation conforms to GHG Protocol,RSK-REG,ServiceNow GRC
ICFR-ESG-01566,Health & Safety Incident Reporting,S06,Treasury,2025-09-27,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY25-Q2-001566,Ensure ESG metric calculation conforms to GHG Protocol,BIZ-PCK,Workiva
ICFR-ESG-01567,Health & Safety Incident Reporting,E14,ESG Reporting,2021-06-21,None,Not Applicable,404,Detective,Daily,Independent — PwC,AUD-FY21-Q1-001567,Ensure accuracy of recorded amounts and disclosures,FW-IFRS,ServiceNow GRC
ICFR-ESG-01568,Health & Safety Incident Reporting,S06,ESG Reporting,2021-09-26,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY21-Q2-001568,Ensure rights & obligations are properly recognised,BIZ-AGR,MetricStream
ICFR-ESG-01569,Health & Safety Incident Reporting,E14,ESG Reporting,2021-12-11,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY21-Q3-001569,Ensure proper classification in financial statements,OFC-BBS,ServiceNow GRC
ICFR-ESG-01570,Health & Safety Incident Reporting,G06,ESG Reporting,2022-03-20,Material,In Progress,404,Detective,Daily,Independent — PwC,AUD-FY21-Q4-001570,Ensure proper cut-off of period-end transactions,PJT-WTR,AuditBoard
ICFR-ESG-01571,Health & Safety Incident Reporting,G08,ESG Reporting,2022-06-27,None,Not Applicable,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY22-Q1-001571,Ensure proper authorisation of journal entries and adjustments,RSK-LIT,ServiceNow GRC
ICFR-ESG-01572,Health & Safety Incident Reporting,E01,ESG Reporting,2022-09-21,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY22-Q2-001572,Ensure rights & obligations are properly recognised,OFC-KCH,OneTrust
ICFR-ESG-01573,Health & Safety Incident Reporting,G19,ESG Reporting,2022-12-22,None,Not Applicable,404,Detective,Daily,Independent — PwC,AUD-FY22-Q3-001573,Ensure proper authorisation of journal entries and adjustments,PJT-DEI,AuditBoard
ICFR-ESG-01574,Health & Safety Incident Reporting,E10,ESG Reporting,2023-03-17,Deficiency,In Progress,404,Detective,Daily,Independent — Deloitte,AUD-FY22-Q4-001574,Ensure completeness of recorded transactions in the period,OFC-CMB,ServiceNow GRC
ICFR-ESG-01575,Health & Safety Incident Reporting,G08,ESG Reporting,2023-06-21,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY23-Q1-001575,Ensure existence of underlying assets and obligations,LOG-KND,OneTrust
