year,quarter,scope,category,subcategory,facility,facility_type,emissions_tco2e,unit,source,methodology,verified_by,confidence
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Nashik Logistics,Logistics,232.336,tCO2e,Nashik Logistics — Project capex registers,API Compendium 2009,BSI (limited),0.93
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Nashik Logistics,Logistics,219.153,tCO2e,Nashik Logistics — Waste contractor data,IPCC 2006 Tier-3,BSI (limited),0.92
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Kandla Terminal,Logistics,813.389,tCO2e,Kandla Terminal — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,ERM (reasonable),0.83
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Kandla Terminal,Logistics,342.733,tCO2e,Kandla Terminal — Fleet fuel cards,CEA Grid Factor v20.0,,0.87
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Kandla Terminal,Logistics,685.698,tCO2e,Kandla Terminal — Process mass balance,API Compendium 2009,ERM (reasonable),0.82
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kandla Terminal,Logistics,168.047,tCO2e,Kandla Terminal — LDAR programme,GLEC Framework 3.0,ERM (reasonable),0.95
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Kandla Terminal,Logistics,897.5,tCO2e,Kandla Terminal — DISCOM utility bills,DEFRA UK 2024,ERM (reasonable),0.88
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Kandla Terminal,Logistics,194.089,tCO2e,Kandla Terminal — Steam supply contract,IPCC 2006 Tier-3,DNV (limited),0.79
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Kandla Terminal,Logistics,96.762,tCO2e,Kandla Terminal — Concur travel exports,CEA Grid Factor v20.0,Internal — EHS team,0.85
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Kandla Terminal,Logistics,140.225,tCO2e,Kandla Terminal — Annual commuter survey,GLEC Framework 3.0,,0.79
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Kandla Terminal,Logistics,513.31,tCO2e,Kandla Terminal — Supplier invoice EEIO,DEFRA UK 2024,BSI (limited),0.87
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Kandla Terminal,Logistics,386.686,tCO2e,Kandla Terminal — 3PL freight ledgers,GLEC Framework 3.0,ERM (reasonable),0.85
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Kandla Terminal,Logistics,208.125,tCO2e,Kandla Terminal — Project capex registers,IPCC 2006 Tier-3,DNV (limited),0.8
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kandla Terminal,Logistics,209.173,tCO2e,Kandla Terminal — Waste contractor data,DEFRA UK 2024,TUV Nord (reasonable),0.82
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Tuticorin Port Cluster,Logistics,966.624,tCO2e,Tuticorin Port Cluster — Boiler & furnace fuel logs,IPCC 2006 Tier-2,ERM (reasonable),0.82
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Tuticorin Port Cluster,Logistics,366.78,tCO2e,Tuticorin Port Cluster — Fleet fuel cards,DEFRA UK 2024,TUV Nord (limited),0.83
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Tuticorin Port Cluster,Logistics,775.247,tCO2e,Tuticorin Port Cluster — Process mass balance,EPA Emission Factors Hub 2024,,0.85
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Tuticorin Port Cluster,Logistics,250.492,tCO2e,Tuticorin Port Cluster — LDAR programme,IPCC 2006 Tier-3,Internal — EHS team,0.84
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Tuticorin Port Cluster,Logistics,959.358,tCO2e,Tuticorin Port Cluster — DISCOM utility bills,IPCC 2006 Tier-1,DNV (limited),0.79
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Tuticorin Port Cluster,Logistics,245.338,tCO2e,Tuticorin Port Cluster — Steam supply contract,IPCC 2006 Tier-2,ERM (reasonable),0.86
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Tuticorin Port Cluster,Logistics,108.287,tCO2e,Tuticorin Port Cluster — Concur travel exports,EPA Emission Factors Hub 2024,ERM (reasonable),0.9
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Tuticorin Port Cluster,Logistics,157.384,tCO2e,Tuticorin Port Cluster — Annual commuter survey,DEFRA UK 2024,Internal — EHS team,0.79
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Tuticorin Port Cluster,Logistics,533.359,tCO2e,Tuticorin Port Cluster — Supplier invoice EEIO,DEFRA UK 2024,Internal — EHS team,0.88
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Tuticorin Port Cluster,Logistics,410.582,tCO2e,Tuticorin Port Cluster — 3PL freight ledgers,GHG Protocol Cross-Sector,BSI (limited),0.83
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Tuticorin Port Cluster,Logistics,237.975,tCO2e,Tuticorin Port Cluster — Project capex registers,IPCC 2006 Tier-3,ERM (reasonable),0.83
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Tuticorin Port Cluster,Logistics,198.068,tCO2e,Tuticorin Port Cluster — Waste contractor data,IPCC 2006 Tier-3,BSI (limited),0.84
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Kolkata Distribution,Distribution,1167.099,tCO2e,Kolkata Distribution — Boiler & furnace fuel logs,DEFRA UK 2024,,0.78
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Kolkata Distribution,Distribution,309.068,tCO2e,Kolkata Distribution — Fleet fuel cards,IPCC 2006 Tier-1,,0.89
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Kolkata Distribution,Distribution,971.542,tCO2e,Kolkata Distribution — Process mass balance,API Compendium 2009,ERM (reasonable),0.81
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kolkata Distribution,Distribution,283.65,tCO2e,Kolkata Distribution — LDAR programme,CEA Grid Factor v20.0,TUV Nord (reasonable),0.82
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Kolkata Distribution,Distribution,1284.695,tCO2e,Kolkata Distribution — DISCOM utility bills,GHG Protocol Cross-Sector,DNV (limited),0.81
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Kolkata Distribution,Distribution,228.328,tCO2e,Kolkata Distribution — Steam supply contract,IPCC 2006 Tier-2,Internal — EHS team,0.87
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Kolkata Distribution,Distribution,141.434,tCO2e,Kolkata Distribution — Concur travel exports,API Compendium 2009,TUV Nord (limited),0.84
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Kolkata Distribution,Distribution,210.173,tCO2e,Kolkata Distribution — Annual commuter survey,IPCC 2006 Tier-3,BSI (limited),0.83
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Kolkata Distribution,Distribution,628.058,tCO2e,Kolkata Distribution — Supplier invoice EEIO,EPA Emission Factors Hub 2024,ERM (reasonable),0.89
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Kolkata Distribution,Distribution,474.811,tCO2e,Kolkata Distribution — 3PL freight ledgers,IPCC 2006 Tier-1,TUV Nord (reasonable),0.9
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Kolkata Distribution,Distribution,224.985,tCO2e,Kolkata Distribution — Project capex registers,IPCC 2006 Tier-3,ERM (reasonable),0.95
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kolkata Distribution,Distribution,202.288,tCO2e,Kolkata Distribution — Waste contractor data,IPCC 2006 Tier-2,,0.79
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Distribution,Distribution,869.995,tCO2e,Hyderabad Distribution — Boiler & furnace fuel logs,IPCC 2006 Tier-2,TUV Nord (limited),0.87
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Distribution,Distribution,296.142,tCO2e,Hyderabad Distribution — Fleet fuel cards,DEFRA UK 2024,Internal — EHS team,0.91
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Hyderabad Distribution,Distribution,663.965,tCO2e,Hyderabad Distribution — Process mass balance,IPCC 2006 Tier-3,ERM (reasonable),0.85
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hyderabad Distribution,Distribution,228.449,tCO2e,Hyderabad Distribution — LDAR programme,EPA Emission Factors Hub 2024,TUV Nord (limited),0.82
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Hyderabad Distribution,Distribution,830.982,tCO2e,Hyderabad Distribution — DISCOM utility bills,GLEC Framework 3.0,ERM (reasonable),0.81
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Hyderabad Distribution,Distribution,183.854,tCO2e,Hyderabad Distribution — Steam supply contract,IPCC 2006 Tier-2,ERM (reasonable),0.91
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Hyderabad Distribution,Distribution,81.513,tCO2e,Hyderabad Distribution — Concur travel exports,IPCC 2006 Tier-1,TUV Nord (limited),0.85
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Hyderabad Distribution,Distribution,171.245,tCO2e,Hyderabad Distribution — Annual commuter survey,GLEC Framework 3.0,Internal — EHS team,0.8
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Hyderabad Distribution,Distribution,629.912,tCO2e,Hyderabad Distribution — Supplier invoice EEIO,GLEC Framework 3.0,Internal — EHS team,0.9
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Hyderabad Distribution,Distribution,290.218,tCO2e,Hyderabad Distribution — 3PL freight ledgers,API Compendium 2009,ERM (reasonable),0.83
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Hyderabad Distribution,Distribution,195.262,tCO2e,Hyderabad Distribution — Project capex registers,IPCC 2006 Tier-1,TUV Nord (reasonable),0.83
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hyderabad Distribution,Distribution,182.936,tCO2e,Hyderabad Distribution — Waste contractor data,GLEC Framework 3.0,,0.82
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Lucknow Distribution,Distribution,715.827,tCO2e,Lucknow Distribution — Boiler & furnace fuel logs,IPCC 2006 Tier-2,BSI (limited),0.82
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Lucknow Distribution,Distribution,220.484,tCO2e,Lucknow Distribution — Fleet fuel cards,CEA Grid Factor v20.0,,0.84
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Lucknow Distribution,Distribution,725.74,tCO2e,Lucknow Distribution — Process mass balance,IPCC 2006 Tier-2,TUV Nord (reasonable),0.97
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Lucknow Distribution,Distribution,206.845,tCO2e,Lucknow Distribution — LDAR programme,CEA Grid Factor v20.0,,0.9
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Lucknow Distribution,Distribution,1027.978,tCO2e,Lucknow Distribution — DISCOM utility bills,IPCC 2006 Tier-2,,0.92
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Lucknow Distribution,Distribution,146.147,tCO2e,Lucknow Distribution — Steam supply contract,IPCC 2006 Tier-1,ERM (reasonable),0.87
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Lucknow Distribution,Distribution,103.686,tCO2e,Lucknow Distribution — Concur travel exports,GLEC Framework 3.0,,0.89
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Lucknow Distribution,Distribution,144.869,tCO2e,Lucknow Distribution — Annual commuter survey,DEFRA UK 2024,ERM (reasonable),0.89
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Lucknow Distribution,Distribution,469.358,tCO2e,Lucknow Distribution — Supplier invoice EEIO,IPCC 2006 Tier-1,DNV (limited),0.91
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Lucknow Distribution,Distribution,335.348,tCO2e,Lucknow Distribution — 3PL freight ledgers,GHG Protocol Cross-Sector,Internal — EHS team,0.95
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Lucknow Distribution,Distribution,195.249,tCO2e,Lucknow Distribution — Project capex registers,IPCC 2006 Tier-1,TUV Nord (limited),0.79
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Lucknow Distribution,Distribution,148.168,tCO2e,Lucknow Distribution — Waste contractor data,IPCC 2006 Tier-2,TUV Nord (reasonable),0.89
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Indore Distribution,Distribution,766.439,tCO2e,Indore Distribution — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,,0.9
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Indore Distribution,Distribution,258.691,tCO2e,Indore Distribution — Fleet fuel cards,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.93
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Indore Distribution,Distribution,635.627,tCO2e,Indore Distribution — Process mass balance,GHG Protocol Cross-Sector,BSI (limited),0.83
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Indore Distribution,Distribution,132.346,tCO2e,Indore Distribution — LDAR programme,DEFRA UK 2024,TUV Nord (reasonable),0.83
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Indore Distribution,Distribution,829.774,tCO2e,Indore Distribution — DISCOM utility bills,IPCC 2006 Tier-1,ERM (reasonable),0.87
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Indore Distribution,Distribution,122.723,tCO2e,Indore Distribution — Steam supply contract,EPA Emission Factors Hub 2024,BSI (limited),0.87
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Indore Distribution,Distribution,62.207,tCO2e,Indore Distribution — Concur travel exports,API Compendium 2009,ERM (reasonable),0.79
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Indore Distribution,Distribution,125.525,tCO2e,Indore Distribution — Annual commuter survey,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.8
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Indore Distribution,Distribution,463.267,tCO2e,Indore Distribution — Supplier invoice EEIO,EPA Emission Factors Hub 2024,Internal — EHS team,0.88
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Indore Distribution,Distribution,238.018,tCO2e,Indore Distribution — 3PL freight ledgers,DEFRA UK 2024,TUV Nord (reasonable),0.81
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Indore Distribution,Distribution,172.153,tCO2e,Indore Distribution — Project capex registers,IPCC 2006 Tier-1,,0.94
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Indore Distribution,Distribution,132.748,tCO2e,Indore Distribution — Waste contractor data,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.92
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Pune R&D Center,R&D,1075.519,tCO2e,Pune R&D Center — Boiler & furnace fuel logs,IPCC 2006 Tier-2,TUV Nord (reasonable),0.96
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Pune R&D Center,R&D,346.217,tCO2e,Pune R&D Center — Fleet fuel cards,IPCC 2006 Tier-2,Internal — EHS team,0.97
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Pune R&D Center,R&D,1095.333,tCO2e,Pune R&D Center — Process mass balance,IPCC 2006 Tier-3,BSI (limited),0.91
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Pune R&D Center,R&D,265.695,tCO2e,Pune R&D Center — LDAR programme,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.92
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Pune R&D Center,R&D,1195.244,tCO2e,Pune R&D Center — DISCOM utility bills,API Compendium 2009,BSI (limited),0.92
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Pune R&D Center,R&D,231.107,tCO2e,Pune R&D Center — Steam supply contract,DEFRA UK 2024,TUV Nord (limited),0.89
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Pune R&D Center,R&D,138.14,tCO2e,Pune R&D Center — Concur travel exports,DEFRA UK 2024,TUV Nord (reasonable),0.94
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Pune R&D Center,R&D,204.068,tCO2e,Pune R&D Center — Annual commuter survey,IPCC 2006 Tier-1,Internal — EHS team,0.91
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Pune R&D Center,R&D,681.743,tCO2e,Pune R&D Center — Supplier invoice EEIO,IPCC 2006 Tier-2,TUV Nord (limited),0.96
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Pune R&D Center,R&D,382.284,tCO2e,Pune R&D Center — 3PL freight ledgers,CEA Grid Factor v20.0,TUV Nord (limited),0.88
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Pune R&D Center,R&D,213.669,tCO2e,Pune R&D Center — Project capex registers,CEA Grid Factor v20.0,,0.9
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Pune R&D Center,R&D,231.307,tCO2e,Pune R&D Center — Waste contractor data,IPCC 2006 Tier-1,,0.86
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Bengaluru Tech Park,R&D,1008.857,tCO2e,Bengaluru Tech Park — Boiler & furnace fuel logs,GLEC Framework 3.0,BSI (limited),0.87
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Bengaluru Tech Park,R&D,378.097,tCO2e,Bengaluru Tech Park — Fleet fuel cards,CEA Grid Factor v20.0,BSI (limited),0.91
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Bengaluru Tech Park,R&D,945.282,tCO2e,Bengaluru Tech Park — Process mass balance,GLEC Framework 3.0,TUV Nord (limited),0.9
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Bengaluru Tech Park,R&D,216.007,tCO2e,Bengaluru Tech Park — LDAR programme,GHG Protocol Cross-Sector,Internal — EHS team,0.78
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Bengaluru Tech Park,R&D,1017.392,tCO2e,Bengaluru Tech Park — DISCOM utility bills,DEFRA UK 2024,BSI (limited),0.79
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Bengaluru Tech Park,R&D,196.34,tCO2e,Bengaluru Tech Park — Steam supply contract,DEFRA UK 2024,,0.84
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Bengaluru Tech Park,R&D,91.922,tCO2e,Bengaluru Tech Park — Concur travel exports,GLEC Framework 3.0,TUV Nord (limited),0.8
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Bengaluru Tech Park,R&D,157.149,tCO2e,Bengaluru Tech Park — Annual commuter survey,API Compendium 2009,ERM (reasonable),0.85
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Bengaluru Tech Park,R&D,757.155,tCO2e,Bengaluru Tech Park — Supplier invoice EEIO,DEFRA UK 2024,Internal — EHS team,0.89
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Bengaluru Tech Park,R&D,370.392,tCO2e,Bengaluru Tech Park — 3PL freight ledgers,CEA Grid Factor v20.0,Internal — EHS team,0.86
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Bengaluru Tech Park,R&D,211.685,tCO2e,Bengaluru Tech Park — Project capex registers,IPCC 2006 Tier-3,Internal — EHS team,0.88
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Bengaluru Tech Park,R&D,215.406,tCO2e,Bengaluru Tech Park — Waste contractor data,API Compendium 2009,TUV Nord (limited),0.81
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Surat Polymer Lab,R&D,791.867,tCO2e,Surat Polymer Lab — Boiler & furnace fuel logs,EPA Emission Factors Hub 2024,ERM (reasonable),0.9
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Surat Polymer Lab,R&D,247.305,tCO2e,Surat Polymer Lab — Fleet fuel cards,IPCC 2006 Tier-1,TUV Nord (limited),0.95
2019,Q1,Scope 1,Process Emissions,Reformers & Crackers,Surat Polymer Lab,R&D,638.132,tCO2e,Surat Polymer Lab — Process mass balance,EPA Emission Factors Hub 2024,,0.97
2019,Q1,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Surat Polymer Lab,R&D,178.571,tCO2e,Surat Polymer Lab — LDAR programme,GLEC Framework 3.0,TUV Nord (reasonable),0.86
2019,Q1,Scope 2,Purchased Electricity,Grid + PPA,Surat Polymer Lab,R&D,872.596,tCO2e,Surat Polymer Lab — DISCOM utility bills,GLEC Framework 3.0,ERM (reasonable),0.9
2019,Q1,Scope 2,Purchased Steam,Industrial Utilities,Surat Polymer Lab,R&D,168.002,tCO2e,Surat Polymer Lab — Steam supply contract,IPCC 2006 Tier-3,TUV Nord (limited),0.91
2019,Q1,Scope 3,Business Travel,"Air, Hotel & Rail",Surat Polymer Lab,R&D,87.136,tCO2e,Surat Polymer Lab — Concur travel exports,API Compendium 2009,DNV (limited),0.82
2019,Q1,Scope 3,Employee Commuting,Commuter Survey-derived,Surat Polymer Lab,R&D,131.346,tCO2e,Surat Polymer Lab — Annual commuter survey,EPA Emission Factors Hub 2024,DNV (limited),0.87
2019,Q1,Scope 3,Purchased Goods,Raw & Packaging,Surat Polymer Lab,R&D,548.879,tCO2e,Surat Polymer Lab — Supplier invoice EEIO,IPCC 2006 Tier-1,DNV (limited),0.92
2019,Q1,Scope 3,Logistics & Transport,Inbound & Outbound,Surat Polymer Lab,R&D,294.477,tCO2e,Surat Polymer Lab — 3PL freight ledgers,CEA Grid Factor v20.0,,0.85
2019,Q1,Scope 3,Capital Goods,"Plant, Equipment, Build",Surat Polymer Lab,R&D,206.282,tCO2e,Surat Polymer Lab — Project capex registers,GHG Protocol Cross-Sector,,0.81
2019,Q1,Scope 3,End-of-life Treatment,Plastics & Hazardous,Surat Polymer Lab,R&D,174.148,tCO2e,Surat Polymer Lab — Waste contractor data,CEA Grid Factor v20.0,TUV Nord (limited),0.94
2019,Q1,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Catalysis Lab,R&D,590.867,tCO2e,Hyderabad Catalysis Lab — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,BSI (limited),0.95
2019,Q1,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Catalysis Lab,R&D,243.276,tCO2e,Hyderabad Catalysis Lab — Fleet fuel cards,IPCC 2006 Tier-3,TUV Nord (reasonable),0.85
