fiscal_period,event_type,capex_climate,opex_climate,impairment_amount,insurance_recovery,affected_asset_id,gl_account,scenario_tag,description,approver,supporting_doc,currency,narrative
FY2016-Q3,Chronic,27.51,2.3,0,0.0,Tuticorin Port Cluster,GL-1100-CapEx,RCP4.5,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2016-Q3-723874.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q3,Transition,18.86,4.74,0,0.0,Hazira Refinery,GL-2400-OpEx,IEA-NZE2050,R&D — Bio-feedstock,Plant FC,CFI-FY2016-Q3-267563.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q3,Transition,51.81,0.46,0,0.0,Hyderabad Distribution,GL-2300-OpEx,IEA-APS,Green Hydrogen Pilot Plant,Plant FC,CFI-FY2016-Q3-811584.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q3,Transition,65.33,2.72,0,0.0,Visakhapatnam Port,GL-6300-OpEx,NGFS-DelayedTransition,Green Hydrogen Pilot Plant,Plant FC,CFI-FY2016-Q3-503590.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q3,Transition,70.85,2.96,0,0.0,Surat Polymer Lab,GL-5200-Insurance,NGFS-DelayedTransition,Carbon Capture & Storage Pilot,Group FC,CFI-FY2016-Q3-383318.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q3,Transition,11.22,0.93,0,0.0,Lucknow Distribution,GL-4100-Impair,IEA-NZE2050,EV Fleet Conversion,Group FC,CFI-FY2016-Q3-655726.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q3,Transition,0,0,48.35,0.0,Nashik Logistics,GL-1100-CapEx,IEA-STEPS,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2016-Q3-419789.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q3,Transition,4.12,2.69,0,0.0,Dahej Industrial Cluster,GL-6300-OpEx,RCP4.5,Plant Decommissioning — Coal,Plant FC,CFI-FY2016-Q3-717393.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q3,Chronic,0.12,1.41,0,0.0,Kolkata Distribution,GL-3500-OpEx,NGFS-DivergentNetZero,Drought — Water Sourcing Cost,CFO,CFI-FY2016-Q3-277197.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q3,Transition,0.42,35.11,0,0.0,Coimbatore Office,GL-3500-OpEx,IEA-STEPS,Carbon Tax Provision (India),Controller,CFI-FY2016-Q3-103127.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q3,Acute,0.86,36.01,0,16.11,Pune R&D Center,GL-8500-OpEx,IEA-APS,Flood — Plant Shutdown,Group FC,CFI-FY2016-Q3-673863.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q3,Transition,0.11,16.35,0,0.0,Kochi Tankage,GL-1100-CapEx,NGFS-DelayedTransition,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2016-Q3-918278.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q3,Transition,0.11,14.58,0,0.0,Chennai Office,GL-7400-OpEx,NGFS-DelayedTransition,Carbon Tax Provision (India),Treasurer,CFI-FY2016-Q3-841461.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q3,Acute,0.68,2.87,0,1.65,Haldia Petchem,GL-7400-OpEx,NGFS-DivergentNetZero,Heatwave — Cooling Surge,Plant FC,CFI-FY2016-Q3-609785.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q3,Transition,69.6,2.12,0,0.0,Kochi Tankage,GL-6300-OpEx,NGFS-NetZero2050,Carbon Capture & Storage Pilot,Plant FC,CFI-FY2016-Q3-626365.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q3,Transition,53.07,2.46,0,0.0,Pune R&D Center,GL-7400-OpEx,NGFS-NetZero2050,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2016-Q3-959571.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q3,Chronic,0.38,3.39,0,0.0,Jaipur Office,GL-5200-Insurance,IEA-STEPS,Drought — Water Sourcing Cost,Controller,CFI-FY2016-Q3-801580.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q3,Acute,1.18,22.43,0,5.32,Ahmedabad Office,GL-5200-Insurance,NGFS-NetZero2050,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2016-Q3-759162.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q3,Chronic,0.28,3.84,0,0.0,Hazira Refinery,GL-2300-OpEx,NGFS-DelayedTransition,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2016-Q3-324051.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q3,Acute,1.95,32.47,0,7.96,Mangalore Storage,GL-7400-OpEx,IEA-APS,Flood — Plant Shutdown,Plant FC,CFI-FY2016-Q3-363992.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q3,Transition,0,0,50.36,0.0,Paradip Plant,GL-3500-OpEx,IEA-APS,Stranded Asset Impairment — Refinery,Plant FC,CFI-FY2016-Q3-226041.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q3,Transition,1.19,4.81,0,0.0,Hyderabad Distribution,GL-1200-CapEx,IEA-APS,Carbon Tax Provision (India),Audit Committee,CFI-FY2016-Q3-808559.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q3,Transition,0.37,10.42,0,0.0,Nashik Logistics,GL-1100-CapEx,NGFS-DivergentNetZero,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2016-Q3-668665.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q3,Transition,1.37,11.74,0,0.0,Kochi Sales Office,GL-2400-OpEx,IEA-STEPS,Carbon Price — Cap & Trade,Plant FC,CFI-FY2016-Q3-265995.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q3,Chronic,0.37,2.17,0,0.0,Indore Distribution,GL-7400-OpEx,RCP8.5,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2016-Q3-746633.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q3,Transition,71.2,1.69,0,0.0,Mangalore Storage,GL-4100-Impair,IEA-STEPS,Carbon Capture & Storage Pilot,Plant FC,CFI-FY2016-Q3-242105.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q3,Chronic,0.04,6.23,0,0.0,Kolkata Distribution,GL-1100-CapEx,NGFS-DivergentNetZero,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2016-Q3-521408.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q3,Chronic,29.35,2.3,0,0.0,Dahej Industrial Cluster,GL-1100-CapEx,IEA-APS,Sea-Level Rise — Coastal Defences,CFO,CFI-FY2016-Q3-883130.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,1.18,32.74,0,0.0,Kochi Sales Office,GL-4100-Impair,RCP4.5,Carbon Price — Cap & Trade,Group FC,CFI-FY2016-Q4-760172.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Transition,0,0,80.81,0.0,Dahej Industrial Cluster,GL-5200-Insurance,NGFS-DelayedTransition,Stranded Asset Impairment — Refinery,Controller,CFI-FY2016-Q4-467414.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Transition,22.29,0.6,0,0.0,Kandla Terminal,GL-7400-OpEx,IEA-NZE2050,Green Hydrogen Pilot Plant,Group FC,CFI-FY2016-Q4-372369.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Transition,14.53,3.12,0,0.0,Delhi Sales Hub,GL-3500-OpEx,RCP4.5,Carbon Capture & Storage Pilot,Plant FC,CFI-FY2016-Q4-941779.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Transition,0,0,22.4,0.0,Jaipur Office,GL-1100-CapEx,RCP8.5,Stranded Asset Impairment — Refinery,Controller,CFI-FY2016-Q4-973939.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,19.77,2.88,0,0.0,Jaipur Office,GL-6300-OpEx,IEA-APS,EV Fleet Conversion,Treasurer,CFI-FY2016-Q4-644754.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,47.55,3.02,0,0.0,Jaipur Office,GL-1100-CapEx,NGFS-DivergentNetZero,Plant Decommissioning — Coal,CFO,CFI-FY2016-Q4-718909.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Chronic,0.2,5.53,0,0.0,Chennai Office,GL-1200-CapEx,RCP8.5,Rising Avg Temp — Cooling Demand,Audit Committee,CFI-FY2016-Q4-952090.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Transition,24.11,3.14,0,0.0,Kochi Tankage,GL-1100-CapEx,IEA-APS,EV Fleet Conversion,Group FC,CFI-FY2016-Q4-895189.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Transition,17.26,4.81,0,0.0,Pune R&D Center,GL-8500-OpEx,NGFS-DivergentNetZero,R&D — Bio-feedstock,Treasurer,CFI-FY2016-Q4-924932.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,17.99,2.87,0,0.0,Mumbai HQ,GL-8500-OpEx,IEA-APS,EV Fleet Conversion,Treasurer,CFI-FY2016-Q4-482031.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,1.16,32.76,0,0.0,Bhubaneswar Office,GL-2300-OpEx,IEA-STEPS,Carbon Price — Cap & Trade,CFO,CFI-FY2016-Q4-584824.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Acute,0.02,4.34,0,0.57,Chennai Office,GL-1100-CapEx,IEA-APS,Heatwave — Cooling Surge,Treasurer,CFI-FY2016-Q4-423711.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Transition,3.67,0.32,0,0.0,Mangalore Storage,GL-6300-OpEx,IEA-APS,Renewable PPA — Long-term Contract,Treasurer,CFI-FY2016-Q4-991817.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,1.16,18.2,0,0.0,Kolkata Distribution,GL-1100-CapEx,RCP4.5,Carbon Border Adjustment Mechanism,Controller,CFI-FY2016-Q4-971946.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q4,Acute,78.31,0.27,0,0.1,Indore Distribution,GL-2300-OpEx,RCP4.5,Wildfire — Asset Loss,Audit Committee,CFI-FY2016-Q4-286019.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Acute,70.54,3.53,0,0.15,Mumbai HQ,GL-3500-OpEx,NGFS-DelayedTransition,Wildfire — Asset Loss,Group FC,CFI-FY2016-Q4-639297.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Transition,47.12,2.74,0,0.0,Tuticorin Port Cluster,GL-1100-CapEx,RCP2.6,Plant Decommissioning — Coal,Audit Committee,CFI-FY2016-Q4-637732.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q4,Transition,16.5,0.44,0,0.0,Kolkata Distribution,GL-8500-OpEx,IEA-NZE2050,Renewable PPA — Long-term Contract,CFO,CFI-FY2016-Q4-858225.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,25.89,2.56,0,0.0,Dahej Industrial Cluster,GL-7400-OpEx,IEA-NZE2050,Plant Decommissioning — Coal,Group FC,CFI-FY2016-Q4-290432.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Transition,1.04,35.47,0,0.0,Paradip Plant,GL-1100-CapEx,RCP2.6,Carbon Price — Cap & Trade,Controller,CFI-FY2016-Q4-945316.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,54.02,0.79,0,0.0,Kochi Sales Office,GL-1100-CapEx,RCP8.5,Plant Decommissioning — Coal,CFO,CFI-FY2016-Q4-143157.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,33.8,2.53,0,0.0,Kochi Sales Office,GL-1200-CapEx,IEA-APS,Green Hydrogen Pilot Plant,Group FC,CFI-FY2016-Q4-863046.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Acute,13.97,3.11,0,0.31,Jamnagar Polymer Plant,GL-8500-OpEx,RCP2.6,Wildfire — Asset Loss,Treasurer,CFI-FY2016-Q4-358409.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,21.83,3.71,0,0.0,Haldia Petchem,GL-8500-OpEx,NGFS-DelayedTransition,Plant Decommissioning — Coal,Audit Committee,CFI-FY2016-Q4-336121.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Acute,1.39,19.03,0,3.2,Kandla Terminal,GL-8500-OpEx,IEA-APS,Flood — Plant Shutdown,Audit Committee,CFI-FY2016-Q4-235694.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Acute,0.93,5.97,0,1.1,Dahej Industrial Cluster,GL-2300-OpEx,RCP2.6,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2016-Q4-715991.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Transition,22.41,1.75,0,0.0,Hyderabad Distribution,GL-1200-CapEx,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2016-Q4-901402.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Chronic,0.44,3.95,0,0.0,Jaipur Office,GL-1100-CapEx,IEA-APS,Drought — Water Sourcing Cost,CFO,CFI-FY2016-Q4-900703.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Transition,1.44,31.04,0,0.0,Gandhar Gas Cracker,GL-6300-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Treasurer,CFI-FY2016-Q4-175242.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q4,Chronic,0.38,4.18,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,IEA-NZE2050,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2016-Q4-536880.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Chronic,0.66,2.5,0,0.0,Jaipur Office,GL-4100-Impair,NGFS-DivergentNetZero,Rising Avg Temp — Cooling Demand,Audit Committee,CFI-FY2016-Q4-556276.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,0,0,134.73,0.0,Mangalore Storage,GL-3500-OpEx,RCP8.5,Stranded Asset Impairment — Refinery,Plant FC,CFI-FY2016-Q4-753546.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Acute,78.3,2.88,0,1.53,Bengaluru Tech Park,GL-1200-CapEx,IEA-APS,Wildfire — Asset Loss,Audit Committee,CFI-FY2016-Q4-581597.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,1.74,14.94,0,0.0,Paradip Plant,GL-2400-OpEx,RCP4.5,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2016-Q4-232082.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,0.78,13.26,0,0.0,Chennai Office,GL-8500-OpEx,NGFS-DivergentNetZero,Carbon Tax Provision (India),CFO,CFI-FY2016-Q4-293796.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Transition,72.78,2.73,0,0.0,Lucknow Distribution,GL-1200-CapEx,RCP8.5,Plant Decommissioning — Coal,CFO,CFI-FY2016-Q4-482229.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Transition,25.31,2.65,0,0.0,Kochi Sales Office,GL-6300-OpEx,IEA-STEPS,Green Hydrogen Pilot Plant,Group FC,CFI-FY2016-Q4-461835.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Chronic,61.18,1.44,0,0.0,Tuticorin Port Cluster,GL-3500-OpEx,IEA-APS,Sea-Level Rise — Coastal Defences,Plant FC,CFI-FY2016-Q4-692131.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Acute,0.74,25.52,0,10.59,Hyderabad Distribution,GL-6300-OpEx,RCP2.6,Flood — Plant Shutdown,Controller,CFI-FY2016-Q4-975476.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Transition,13.81,2.99,0,0.0,Coimbatore Office,GL-4100-Impair,RCP2.6,R&D — Bio-feedstock,Plant FC,CFI-FY2016-Q4-639240.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Acute,65.42,1.67,0,0.56,Visakhapatnam Port,GL-2400-OpEx,RCP8.5,Wildfire — Asset Loss,Group FC,CFI-FY2016-Q4-607614.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Transition,75.02,2.77,0,0.0,Coimbatore Office,GL-1100-CapEx,NGFS-NetZero2050,Plant Decommissioning — Coal,Controller,CFI-FY2016-Q4-947584.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Acute,27.25,2.71,0,1.39,Mangalore Storage,GL-6300-OpEx,RCP2.6,Wildfire — Asset Loss,Treasurer,CFI-FY2016-Q4-333859.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2016-Q4,Transition,11.5,2.14,0,0.0,Vadodara Chemicals,GL-6300-OpEx,NGFS-NetZero2050,EV Fleet Conversion,Audit Committee,CFI-FY2016-Q4-346839.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Transition,2.18,0.25,0,0.0,Kochi Sales Office,GL-6300-OpEx,IEA-APS,Renewable PPA — Long-term Contract,Controller,CFI-FY2016-Q4-413039.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Acute,0.61,2.51,0,0.64,Ahmedabad Office,GL-5200-Insurance,NGFS-DivergentNetZero,Heatwave — Cooling Surge,Group FC,CFI-FY2016-Q4-679671.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Acute,0.29,5.87,0,2.61,Kochi Tankage,GL-3500-OpEx,NGFS-DelayedTransition,Heatwave — Cooling Surge,CFO,CFI-FY2016-Q4-641479.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Transition,5.3,3.39,0,0.0,Jamnagar Polymer Plant,GL-3500-OpEx,RCP2.6,Renewable PPA — Long-term Contract,Treasurer,CFI-FY2016-Q4-390344.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Transition,44.55,0.75,0,0.0,Ahmedabad Office,GL-8500-OpEx,RCP4.5,Carbon Capture & Storage Pilot,CFO,CFI-FY2016-Q4-540036.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Chronic,0.1,7.71,0,0.0,Lucknow Distribution,GL-1200-CapEx,RCP4.5,Drought — Water Sourcing Cost,Group FC,CFI-FY2016-Q4-985400.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Acute,1.08,6.92,0,0.36,Hazira Refinery,GL-2400-OpEx,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2016-Q4-186902.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Transition,1.67,9.48,0,0.0,Mangalore Storage,GL-4100-Impair,RCP4.5,Carbon Price — Cap & Trade,Treasurer,CFI-FY2016-Q4-971979.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2016-Q4,Transition,1.15,36.64,0,0.0,Jamnagar Polymer Plant,GL-1200-CapEx,NGFS-DelayedTransition,Carbon Tax Provision (India),Treasurer,CFI-FY2016-Q4-396758.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Transition,0.89,11.67,0,0.0,Kochi Sales Office,GL-1100-CapEx,NGFS-DelayedTransition,Carbon Price — Cap & Trade,Plant FC,CFI-FY2016-Q4-186402.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Chronic,0.16,7.61,0,0.0,Kochi Tankage,GL-6300-OpEx,IEA-APS,Rising Avg Temp — Cooling Demand,CFO,CFI-FY2016-Q4-842720.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Transition,0,0,51.91,0.0,Hyderabad Distribution,GL-5200-Insurance,NGFS-DelayedTransition,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2016-Q4-820324.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Chronic,0.08,7.31,0,0.0,Kochi Tankage,GL-7400-OpEx,IEA-STEPS,Rising Avg Temp — Cooling Demand,Plant FC,CFI-FY2016-Q4-192784.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Transition,23.61,0.49,0,0.0,Delhi Sales Hub,GL-7400-OpEx,NGFS-DivergentNetZero,Renewable PPA — Long-term Contract,CFO,CFI-FY2016-Q4-203644.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2016-Q4,Chronic,6.24,2.57,0,0.0,Vadodara Chemicals,GL-2400-OpEx,RCP2.6,Sea-Level Rise — Coastal Defences,Group FC,CFI-FY2016-Q4-216837.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Transition,17.2,3.9,0,0.0,Hyderabad Distribution,GL-7400-OpEx,IEA-APS,EV Fleet Conversion,Controller,CFI-FY2016-Q4-697091.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Acute,1.4,38.9,0,15.35,Mangalore Storage,GL-6300-OpEx,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2016-Q4-822709.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2016-Q4,Chronic,0.7,1.34,0,0.0,Jaipur Office,GL-8500-OpEx,IEA-APS,Rising Avg Temp — Cooling Demand,Treasurer,CFI-FY2016-Q4-516304.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2016-Q4,Transition,1.22,8.67,0,0.0,Ahmedabad Office,GL-6300-OpEx,RCP2.6,Carbon Price — Cap & Trade,Group FC,CFI-FY2016-Q4-658393.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2016-Q4,Transition,10.14,2.72,0,0.0,Bhubaneswar Office,GL-1100-CapEx,RCP4.5,EV Fleet Conversion,Audit Committee,CFI-FY2016-Q4-237868.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2016-Q4,Transition,57.51,1.07,0,0.0,Surat Polymer Lab,GL-2300-OpEx,IEA-STEPS,Green Hydrogen Pilot Plant,Group FC,CFI-FY2016-Q4-882311.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2016-Q4,Transition,40.07,2.38,0,0.0,Kolkata Distribution,GL-6300-OpEx,NGFS-NetZero2050,Carbon Capture & Storage Pilot,CFO,CFI-FY2016-Q4-520228.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
